epoch,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy
0.09059319645166397,0.9884618520736694,0.06655392795801163,0.9850897192955017,0.11752695590257645,0.9795626401901245,0.0780891478061676,0.9787718057632446,0.14736513793468475,0.9631958603858948,0.08792400360107422,0.9709376096725464,0.1697222739458084,0.9463799595832825,0.08718711137771606,0.9709376096725464,0.11835772544145584,0.9804890155792236,0.06910686194896698,0.9823098182678223,0.2195666879415512,0.9348137378692627,0.16500839591026306,0.9355572462081909,0.13640443980693817,0.9701018929481506,0.06423789262771606,0.9800354242324829,0.1745629459619522,0.9457904100418091,0.06937450170516968,0.975233793258667,0.10857553035020828,0.9830156564712524,0.06753712147474289,0.9823098182678223,0.30905044078826904,0.8717890977859497,0.18673734366893768,0.926712155342102,0.09475243091583252,0.9865809679031372,0.0498768612742424,0.9873641729354858,0.14842627942562103,0.9650768041610718,0.07973438501358032,0.9742228984832764,0.10620129108428955,0.979085385799408,0.04713703319430351,0.9812989830970764,0.24889595806598663,0.9101653695106506,0.10722167044878006,0.9653778076171875,0.10711171478033066,0.9793661236763,0.05846235901117325,0.9805408120155334,0.09577171504497528,0.9871705174446106,0.04678098112344742,0.9893859028816223,0.27420279383659363,0.9027259349822998,0.1873459815979004,0.9221632480621338,0.13203130662441254,0.9751551151275635,0.09426011145114899,0.9732120633125305,0.12957094609737396,0.9659470319747925,0.05895064026117325,0.9812989830970764,0.11045713722705841,0.9789730906486511,0.05845627561211586,0.9812989830970764
0.044081155210733414,0.9887987375259399,0.05455203726887703,0.9853424429893494,0.06446897238492966,0.9799275398254395,0.06598999351263046,0.9792772531509399,0.06963719427585602,0.9769798517227173,0.06950893998146057,0.975233793258667,0.07929833233356476,0.971224844455719,0.07037889957427979,0.9762446284294128,0.05429501459002495,0.9823699593544006,0.05093495175242424,0.985595166683197,0.135390043258667,0.9462957382202148,0.14432379603385925,0.9438968896865845,0.05726161226630211,0.9808259010314941,0.0460582971572876,0.9850897192955017,0.06556369364261627,0.9775132536888123,0.05640421807765961,0.9815517067909241,0.05351467803120613,0.9834086894989014,0.04982280358672142,0.9835734367370605,0.1644991934299469,0.9348979592323303,0.16328857839107513,0.938589870929718,0.040117353200912476,0.9880126714706421,0.02669922076165676,0.9921658039093018,0.0697067454457283,0.9791696071624756,0.05750972032546997,0.9845842719078064,0.038200099021196365,0.986693263053894,0.03253095597028732,0.9878696203231812,0.09596597403287888,0.9684175252914429,0.0930258259177208,0.9696739912033081,0.041123177856206894,0.9862721562385559,0.03928631916642189,0.9893859028816223,0.04668119177222252,0.9876196384429932,0.03558257967233658,0.9901440739631653,0.15287892520427704,0.9401476383209229,0.15817798674106598,0.9368208646774292,0.07462693750858307,0.9769517779350281,0.07858245074748993,0.9757392406463623,0.05889511480927467,0.9793380498886108,0.047085296362638474,0.9845842719078064,0.054365962743759155,0.9817242622375488,0.05076054483652115,0.9835734367370605
0.03183820843696594,0.9905393123626709,0.04889167845249176,0.9873641729354858,0.05125322565436363,0.9818927049636841,0.06339231133460999,0.9812989830970764,0.055479396134614944,0.9799836874008179,0.06657515466213226,0.9759919047355652,0.06456000357866287,0.9765868186950684,0.06646285206079483,0.9764973521232605,0.039495136588811874,0.9872827529907227,0.047037072479724884,0.9871114492416382,0.11611717939376831,0.9549142122268677,0.1388654261827469,0.945918619632721,0.042103685438632965,0.9850369095802307,0.04393735155463219,0.985595166683197,0.05446029081940651,0.9810504913330078,0.054500289261341095,0.9825625419616699,0.04108697921037674,0.9864967465400696,0.04574897140264511,0.9845842719078064,0.1431085616350174,0.9436006546020508,0.15717509388923645,0.9368208646774292,0.024830294772982597,0.9929255247116089,0.021002937108278275,0.9941875338554382,0.05245589464902878,0.9832963943481445,0.0530143640935421,0.985595166683197,0.02624565176665783,0.9912972450256348,0.028510713949799538,0.9878696203231812,0.08079518377780914,0.9731899499893188,0.09078876674175262,0.9706848859786987,0.028751840814948082,0.9906235337257385,0.035731296986341476,0.9901440739631653,0.034638412296772,0.9898936152458191,0.03205207362771034,0.9909022450447083,0.12994645535945892,0.949776828289032,0.15293674170970917,0.9403588771820068,0.060116030275821686,0.9813873767852783,0.07592780143022537,0.9764973521232605,0.049655284732580185,0.9820892214775085,0.04373352602124214,0.9853424429893494,0.043933648616075516,0.9850649833679199,0.04871123656630516,0.9843316078186035
0.023703163489699364,0.9930378198623657,0.047684088349342346,0.9878696203231812,0.04262365773320198,0.9848403930664062,0.06396222114562988,0.9833207130432129,0.047436852008104324,0.9829314351081848,0.0668242797255516,0.9757392406463623,0.056678708642721176,0.9798714518547058,0.06575950235128403,0.9772555232048035,0.03240562230348587,0.9898655414581299,0.04662809148430824,0.9881223440170288,0.10363256931304932,0.9595744013786316,0.13864439725875854,0.9461713433265686,0.035330310463905334,0.9875634908676147,0.04443548619747162,0.9861006140708923,0.04797166958451271,0.983492910861969,0.05496983230113983,0.9807935357093811,0.03407013788819313,0.9889110326766968,0.04546148702502251,0.9853424429893494,0.12981955707073212,0.9495803117752075,0.15601299703121185,0.9370735287666321,0.01824014075100422,0.9947502613067627,0.019831404089927673,0.9951984286308289,0.04367133975028992,0.9853737950325012,0.05312651768326759,0.9858478903770447,0.0206917617470026,0.9934027791023254,0.02703932300209999,0.9891331791877747,0.07171311974525452,0.9766148924827576,0.0912579894065857,0.9706848859786987,0.022907977923750877,0.9922798275947571,0.03490578383207321,0.9898913502693176,0.0277119018137455,0.9911007285118103,0.03205111250281334,0.9914076328277588,0.11733285337686539,0.9543527960777283,0.15312369167804718,0.9393479824066162,0.05172035098075867,0.9835489988327026,0.07689523696899414,0.9780136346817017,0.043335672467947006,0.9845877289772034,0.04261576756834984,0.9858478903770447,0.03689942881464958,0.9872546792030334,0.04845435544848442,0.984836995601654
0.01831945963203907,0.994413435459137,0.0482623353600502,0.988880455493927,0.03558686375617981,0.9870020747184753,0.06636042892932892,0.9828152656555176,0.0405687615275383,0.9854018688201904,0.06903031468391418,0.9757392406463623,0.05041465163230896,0.9822576642036438,0.06652898341417313,0.9782663583755493,0.02733946405351162,0.99146568775177,0.04770880565047264,0.9886277914047241,0.09296382963657379,0.964038074016571,0.14169761538505554,0.9449077844619751,0.03023543953895569,0.989472508430481,0.04586730897426605,0.985595166683197,0.04261838272213936,0.9854299426078796,0.056589145213365555,0.9802880883216858,0.02852255292236805,0.9904831647872925,0.04651084169745445,0.9858478903770447,0.11860424280166626,0.954184353351593,0.15782290697097778,0.9365681409835815,0.014140001498162746,0.9959012866020203,0.020000837743282318,0.9954510927200317,0.037041790783405304,0.9874231219291687,0.05520005524158478,0.9861006140708923,0.016962625086307526,0.9948344826698303,0.02672675810754299,0.9893859028816223,0.06419672071933746,0.9791976809501648,0.09315328299999237,0.9696739912033081,0.018660007044672966,0.9941326975822449,0.03498324379324913,0.9893859028816223,0.022588424384593964,0.9925044178962708,0.03327430784702301,0.9914076328277588,0.10686660557985306,0.9588444828987122,0.1562383770942688,0.9388425946235657,0.04500798508524895,0.9855141639709473,0.07978732138872147,0.978519082069397,0.03755677118897438,0.9866371154785156,0.042785562574863434,0.9858478903770447,0.03095846436917782,0.9893602132797241,0.04965762794017792,0.985595166683197
0.01414753682911396,0.9955644011497498,0.050298016518354416,0.988880455493927,0.029352545738220215,0.989753246307373,0.07004556804895401,0.9818044304847717,0.034026794135570526,0.9882372617721558,0.0730016753077507,0.9754865169525146,0.044550325721502304,0.9850088357925415,0.06842130422592163,0.9775082468986511,0.02297072857618332,0.992672860622406,0.04987375810742378,0.9881223440170288,0.08283406496047974,0.9687544107437134,0.14753524959087372,0.9441496133804321,0.025699613615870476,0.9912130236625671,0.04793078452348709,0.984836995601654,0.03752701357007027,0.987086296081543,0.05897490307688713,0.9790245294570923,0.02358931116759777,0.9924482703208923,0.04868342727422714,0.9858478903770447,0.10792103409767151,0.9581987857818604,0.16184821724891663,0.9353045225143433,0.010907282121479511,0.9969680905342102,0.02110980451107025,0.9946929812431335,0.03106299228966236,0.9889671802520752,0.058517470955848694,0.985595166683197,0.013942389748990536,0.9958451390266418,0.027255933731794357,0.9893859028816223,0.057254642248153687,0.9815277457237244,0.09596402198076248,0.9689158797264099,0.015010837465524673,0.9951432943344116,0.03580469265580177,0.98963862657547,0.018136020749807358,0.9939361810684204,0.03532491251826286,0.9911549091339111,0.09693903475999832,0.9633081555366516,0.161685973405838,0.9411170482635498,0.0387064665555954,0.9876757860183716,0.08417569100856781,0.9775082468986511,0.03185155987739563,0.988939106464386,0.04403020814061165,0.985595166683197,0.025545231997966766,0.9916060566902161,0.05199836567044258,0.984836995601654
0.010688547976315022,0.9967715740203857,0.053861021995544434,0.9891331791877747,0.023794302716851234,0.9921675324440002,0.0747101679444313,0.9815517067909241,0.02785986103117466,0.9905112385749817,0.0785561352968216,0.9742228984832764,0.038756512105464935,0.9873950481414795,0.07136134058237076,0.9770027995109558,0.018955746665596962,0.9941046237945557,0.05299784615635872,0.9878696203231812,0.07293155044317245,0.9732460975646973,0.15582828223705292,0.9413697123527527,0.021468553692102432,0.9930939674377441,0.05070563405752182,0.9843316078186035,0.032464392483234406,0.9892759919166565,0.06206514686346054,0.9782663583755493,0.019079776480793953,0.993880033493042,0.051670633256435394,0.9868587255477905,0.09735310822725296,0.9632800817489624,0.16775698959827423,0.9340409636497498,0.008198274299502373,0.9976980090141296,0.02290879748761654,0.9939348101615906,0.025452757254242897,0.9914376139640808,0.0627545416355133,0.9850897192955017,0.011314928531646729,0.9968557953834534,0.028371984139084816,0.988880455493927,0.05057600513100624,0.9838858842849731,0.09941016882658005,0.9681577086448669,0.011751004494726658,0.9965189099311829,0.037385378032922745,0.98963862657547,0.014165408909320831,0.9951432943344116,0.03813043609261513,0.9911549091339111,0.0871826633810997,0.9675191640853882,0.16923916339874268,0.9403588771820068,0.03262325003743172,0.9895567297935486,0.08982965350151062,0.9772555232048035,0.026293106377124786,0.9912410974502563,0.0462881438434124,0.9843316078186035,0.020537449046969414,0.993739664554596,0.05536060407757759,0.9840788841247559
0.007851094007492065,0.9976418614387512,0.058221615850925446,0.9891331791877747,0.018977263942360878,0.9938519597053528,0.08006098121404648,0.9815517067909241,0.022302430123090744,0.9929255247116089,0.08537109941244125,0.9742228984832764,0.033051539212465286,0.9893882870674133,0.07547040283679962,0.9759919047355652,0.01526853907853365,0.9952555894851685,0.0569460391998291,0.9873641729354858,0.0633147805929184,0.9776816964149475,0.1662130206823349,0.9388425946235657,0.017540114000439644,0.9946098923683167,0.05430661141872406,0.9838261604309082,0.02745729871094227,0.9909603595733643,0.06586559116840363,0.9775082468986511,0.015088476240634918,0.9952275156974792,0.0553201325237751,0.98635333776474,0.08695773035287857,0.9681087136268616,0.17538633942604065,0.9325246810913086,0.005954963155090809,0.9982874989509583,0.025050291791558266,0.9931766390800476,0.020304830744862556,0.9934027791023254,0.06771944463253021,0.985595166683197,0.008999945595860481,0.9976980090141296,0.02980753779411316,0.9893859028816223,0.04411214962601662,0.986412525177002,0.10365485399961472,0.9666414260864258,0.008908335119485855,0.9976418614387512,0.03987780958414078,0.98963862657547,0.010787692852318287,0.9966592788696289,0.04176146164536476,0.9914076328277588,0.07767485082149506,0.9717863202095032,0.17872492969036102,0.9393479824066162,0.026882166042923927,0.991858720779419,0.09671800583600998,0.9764973521232605,0.02107814885675907,0.9931781888008118,0.049550410360097885,0.9835734367370605,0.016033725813031197,0.9952275156974792,0.05969758704304695,0.9835734367370605
0.005638036411255598,0.9983717203140259,0.06319276988506317,0.9893859028816223,0.014943210408091545,0.9954521059989929,0.08617590367794037,0.9805408120155334,0.0174914188683033,0.9949467778205872,0.09306487441062927,0.9742228984832764,0.027570564299821854,0.9909603595733643,0.08072434365749359,0.974475622177124,0.011967279016971588,0.9966873526573181,0.061548151075839996,0.9871114492416382,0.05418775975704193,0.9818365573883057,0.17797446250915527,0.9360626935958862,0.014052178710699081,0.9960697293281555,0.05877687782049179,0.9838261604309082,0.022701583802700043,0.99253249168396,0.07031552493572235,0.9759919047355652,0.011711031198501587,0.996406614780426,0.059471093118190765,0.9866060018539429,0.07695052027702332,0.9722635746002197,0.18462996184825897,0.9332827925682068,0.0042153624817729,0.9989051222801208,0.027357250452041626,0.9929239749908447,0.015794973820447922,0.9953959584236145,0.07326848059892654,0.9853424429893494,0.006995777133852243,0.9984278678894043,0.03153541311621666,0.9893859028816223,0.037886664271354675,0.9888548851013184,0.10904603451490402,0.9656305313110352,0.0065072220750153065,0.9985120892524719,0.043658286333084106,0.98963862657547,0.008088577538728714,0.9978664517402649,0.04614585265517235,0.9911549091339111,0.06858918070793152,0.97563236951828,0.18994881212711334,0.9383371472358704,0.021637607365846634,0.9935431480407715,0.10486960411071777,0.9764973521232605,0.01646062731742859,0.9950309991836548,0.053624141961336136,0.9815517067909241,0.012159905396401882,0.9965469837188721,0.06492386758327484,0.9833207130432129
